time,close,high,low,open,volumefrom,volumeto,conversionType,conversionSymbol
2020-02-06,213.19,216.33,201.02,203.78,608240.22,127874220.81,force_direct,
2020-02-07,223.33,225.0,213.14,213.19,629361.15,138524804.22,force_direct,
2020-02-08,223.05,227.75,213.22,223.33,548551.87,122069507.66,force_direct,
2020-02-09,228.49,230.65,222.86,223.05,350336.24,79674647.0,force_direct,
2020-02-10,222.89,229.4,216.37,228.49,510415.5,113385288.95,force_direct,
2020-02-11,236.69,239.15,218.17,222.89,595576.9,135863928.62,force_direct,
2020-02-12,265.74,275.34,236.69,236.69,1038073.75,266734296.55,force_direct,
2020-02-13,268.32,277.69,256.08,265.74,1089679.15,291533156.09,force_direct,
2020-02-14,285.15,287.15,260.28,268.32,734944.32,201120424.58,force_direct,
2020-02-15,264.88,288.41,261.86,285.15,860813.14,236287101.1,force_direct,
2020-02-16,258.85,274.0,237.41,264.88,1110118.46,286269166.28,force_direct,
2020-02-17,267.85,268.77,242.0,258.85,1110371.39,280371301.76,force_direct,
2020-02-18,282.61,285.88,258.0,267.85,1115523.44,304162263.31,force_direct,
2020-02-19,258.45,285.0,251.56,282.61,705973.73,191887955.76,force_direct,
2020-02-20,256.96,264.33,245.34,258.45,972969.72,249383114.01,force_direct,
2020-02-21,265.27,268.24,253.61,256.96,525827.87,137848242.43,force_direct,
2020-02-22,261.57,266.81,256.0,265.27,313062.52,81781388.32,force_direct,
2020-02-23,274.48,275.68,261.02,261.57,444740.83,120024058.97,force_direct,
2020-02-24,265.52,277.2,257.09,274.48,696591.73,185949182.71,force_direct,
2020-02-25,246.67,266.22,244.44,265.52,774791.01,197442911.54,force_direct,
2020-02-26,223.93,250.32,215.66,246.67,1395879.42,324229460.62,force_direct,
2020-02-27,227.79,238.3,210.0,223.93,1273793.12,287322727.3,force_direct,
2020-02-28,226.76,234.67,214.01,227.79,1054994.92,236064804.33,force_direct,
2020-02-29,217.21,233.0,217.0,226.76,546866.69,123635801.02,force_direct,
2020-03-01,217.81,227.89,212.36,217.21,715016.02,157064953.84,force_direct,
2020-03-02,231.97,234.4,216.07,217.81,810051.48,182948651.68,force_direct,
2020-03-03,223.91,232.46,219.57,231.97,741498.55,168090325.54,force_direct,
2020-03-04,224.26,228.85,220.23,223.91,443780.34,99650220.54,force_direct,
2020-03-05,228.38,234.09,224.23,224.26,601479.88,138081898.29,force_direct,
2020-03-06,244.88,245.16,227.33,228.38,628147.33,148563741.83,force_direct,
2020-03-07,237.23,251.93,236.0,244.88,633748.9,154037325.61,force_direct,
2020-03-08,199.43,237.23,195.5,237.23,1278973.54,277970187.87,force_direct,
2020-03-09,202.81,208.62,190.0,199.43,1661331.84,332570408.54,force_direct,
2020-03-10,200.7,206.2,195.54,202.81,1020260.11,205536190.19,force_direct,
2020-03-11,194.61,203.18,181.73,200.7,1079824.9,208232375.19,force_direct,
2020-03-12,107.82,195.55,101.2,194.61,3814533.14,548668262.23,force_direct,
2020-03-13,134.06,139.68,86.0,107.82,4663239.93,560710331.84,force_direct,
2020-03-14,122.54,134.68,120.0,134.06,1237674.89,159192895.55,force_direct,
2020-03-15,123.78,133.5,120.16,122.54,1312950.9,163436235.27,force_direct,
2020-03-16,111.02,124.33,101.1,123.78,2442064.14,270353891.81,force_direct,
2020-03-17,115.67,120.8,109.38,111.02,1295108.48,150800664.07,force_direct,
2020-03-18,118.11,118.5,109.86,115.67,1201850.31,137550912.09,force_direct,
2020-03-19,136.3,143.13,115.46,118.11,1801071.19,231626928.16,force_direct,
2020-03-20,133.48,152.55,116.74,136.3,2504057.64,345856006.75,force_direct,
2020-03-21,132.66,137.49,125.69,133.48,1231842.11,162468451.77,force_direct,
2020-03-22,122.32,137.13,121.1,132.66,1055699.87,135927941.08,force_direct,
2020-03-23,135.92,137.5,119.5,122.32,1436796.12,184851609.12,force_direct,
2020-03-24,138.42,143.36,132.2,135.92,1244377.16,171156363.69,force_direct,
2020-03-25,136.1,142.33,132.54,138.42,1034248.74,141795323.03,force_direct,
2020-03-26,138.4,139.74,133.26,136.1,751060.63,101918769.67,force_direct,
2020-03-27,131.33,141.27,129.68,138.4,706948.55,96581886.88,force_direct,
2020-03-28,130.98,132.97,124.88,131.33,896032.11,115166651.97,force_direct,
2020-03-29,124.5,131.84,123.81,130.98,543997.0,69434202.21,force_direct,
2020-03-30,132.06,135.42,124.06,124.5,764831.93,100271145.86,force_direct,
2020-03-31,132.72,135.0,130.38,132.06,547669.28,72618183.48,force_direct,
2020-04-01,135.69,136.99,128.62,132.72,680922.25,90063924.23,force_direct,
2020-04-02,141.28,149.76,135.01,135.69,1138977.66,159989506.6,force_direct,
2020-04-03,141.31,146.72,137.26,141.28,797546.11,113731706.71,force_direct,
2020-04-04,144.1,146.28,138.88,141.31,573508.14,81640622.83,force_direct,
2020-04-05,142.68,145.58,140.68,144.1,414987.45,59383946.13,force_direct,
2020-04-06,171.32,172.0,142.6,142.68,1636338.73,257097597.78,force_direct,
2020-04-07,164.63,176.22,162.22,171.32,1717962.83,292710722.58,force_direct,
2020-04-08,173.11,174.48,163.59,164.63,1023575.92,173916484.79,force_direct,
2020-04-09,169.52,173.38,165.19,173.11,719837.24,122531131.96,force_direct,
2020-04-10,157.81,170.1,152.11,169.52,1314841.36,209535613.32,force_direct,
2020-04-11,158.33,161.37,153.91,157.81,621599.61,98275533.06,force_direct,
2020-04-12,158.59,164.78,155.0,158.33,809100.25,129919934.44,force_direct,
2020-04-13,156.29,158.97,150.0,158.59,1042091.04,160423270.3,force_direct,
2020-04-14,158.45,161.85,155.23,156.29,698030.65,110710086.1,force_direct,
2020-04-15,152.73,161.29,152.0,158.45,729119.67,114640840.12,force_direct,
2020-04-16,172.29,174.79,148.33,152.73,1647207.6,273639160.07,force_direct,
2020-04-17,170.69,174.96,168.31,172.29,723537.76,123553456.32,force_direct,
2020-04-18,187.4,189.54,170.48,170.69,1127296.37,203132211.96,force_direct,
2020-04-19,180.03,188.35,175.75,187.4,995759.58,181415813.5,force_direct,
2020-04-20,170.2,186.46,166.7,180.03,1547821.53,273854539.8,force_direct,
2020-04-21,170.74,174.7,168.0,170.2,906381.65,155292048.44,force_direct,
2020-04-22,182.7,184.0,169.78,170.74,988698.39,176079076.93,force_direct,
2020-04-23,185.51,193.63,178.16,182.7,1457867.09,270862911.37,force_direct,
2020-04-24,187.59,189.8,184.72,185.51,780904.21,146419748.08,force_direct,
2020-04-25,194.21,198.36,185.76,187.59,866478.05,167703202.43,force_direct,
2020-04-26,197.38,200.0,192.3,194.21,758525.82,148433709.78,force_direct,
2020-04-27,196.34,199.05,189.29,197.38,896627.37,174775637.93,force_direct,
2020-04-28,196.24,198.5,192.36,196.34,636829.89,124476041.89,force_direct,
2020-04-29,215.36,218.77,196.22,196.24,1620422.72,338324593.64,force_direct,
2020-04-30,206.08,227.3,202.0,215.36,1749691.0,374893029.77,force_direct,
2020-05-01,212.02,217.14,205.91,206.08,794913.96,168339123.36,force_direct,
2020-05-02,213.9,215.37,210.36,212.02,443494.67,94389501.52,force_direct,
2020-05-03,209.86,219.3,203.92,213.9,748383.91,158874887.08,force_direct,
2020-05-04,206.48,210.65,194.88,209.86,1114249.33,225451167.66,force_direct,
2020-05-05,205.29,211.68,201.0,206.48,640644.66,131906204.91,force_direct,
2020-05-06,198.97,210.77,197.71,205.29,862700.68,178157452.6,force_direct,
2020-05-07,212.0,215.1,196.43,198.97,1305778.74,271197927.67,force_direct,
2020-05-08,211.31,216.61,206.9,212.0,917908.19,194579529.43,force_direct,
2020-05-09,210.07,214.6,208.4,211.31,587871.98,124626471.43,force_direct,
2020-05-10,187.54,210.18,179.59,210.07,1473226.05,278394290.76,force_direct,
2020-05-11,185.73,193.5,176.0,187.54,1093299.82,203391530.21,force_direct,
2020-05-12,189.76,192.24,185.48,185.73,669755.8,126810812.17,force_direct,
2020-05-13,199.58,201.0,188.35,189.76,806143.01,156637596.37,force_direct,
2020-05-14,203.29,206.02,195.67,199.58,1114700.25,224233786.13,force_direct,
2020-05-15,194.86,204.08,191.66,203.29,904749.64,179634085.62,force_direct,
2020-05-16,200.45,203.5,193.21,194.86,669900.04,134060788.49,force_direct,
2020-05-17,207.0,209.85,199.68,200.45,708711.89,145341278.68,force_direct,
2020-05-18,214.91,217.07,207.0,207.0,1064139.25,226789027.15,force_direct,
2020-05-19,214.58,215.95,209.45,214.91,643702.99,136846948.56,force_direct,
2020-05-20,209.98,215.75,204.27,214.58,679532.61,143704806.18,force_direct,
2020-05-21,198.74,211.64,191.71,209.98,1003923.43,203445710.96,force_direct,
2020-05-22,207.36,209.19,196.24,198.74,787672.36,159972608.53,force_direct,
2020-05-23,206.6,211.2,204.55,207.36,478559.92,99461068.1,force_direct,
2020-05-24,199.9,210.55,199.5,206.6,673535.06,138917619.23,force_direct,
2020-05-25,204.15,205.67,198.01,199.9,469931.62,95411610.8,force_direct,
2020-05-26,200.89,205.0,196.9,204.15,477176.74,96116808.86,force_direct,
2020-05-27,208.29,208.44,200.76,200.89,494816.73,101445351.03,force_direct,
2020-05-28,220.21,220.5,204.67,208.29,643945.98,136361627.35,force_direct,
2020-05-29,220.67,224.79,217.57,220.21,603058.08,133220045.5,force_direct,
2020-05-30,243.66,247.0,218.8,220.67,1019550.75,238678839.81,force_direct,
2020-05-31,231.57,245.39,229.58,243.66,821608.69,194867426.29,force_direct,
2020-06-01,248.23,250.68,230.66,231.57,823816.7,198791911.85,force_direct,
2020-06-02,237.71,253.8,225.0,248.23,955520.92,230680327.31,force_direct,
2020-06-03,244.52,245.0,232.71,237.71,502928.13,120179301.18,force_direct,
2020-06-04,243.21,246.6,236.0,244.52,669369.34,162460397.63,force_direct,
2020-06-05,240.03,247.87,239.14,243.21,502547.41,122084004.52,force_direct,
2020-06-06,241.94,244.7,237.83,240.03,389423.08,93979350.81,force_direct,
2020-06-07,244.56,245.37,234.6,241.94,571102.56,137165732.65,force_direct,
2020-06-08,246.4,247.7,240.59,244.56,383116.55,93355224.97,force_direct,
2020-06-09,243.8,249.82,238.0,246.4,420327.17,102374504.57,force_direct,
2020-06-10,247.78,250.28,242.0,243.8,431285.62,105797248.25,force_direct,
2020-06-11,230.51,250.09,226.2,247.78,816456.89,195063781.28,force_direct,
2020-06-12,237.55,239.38,228.19,230.51,446515.34,105069425.09,force_direct,
2020-06-13,238.11,238.73,234.66,237.55,253797.78,60087772.65,force_direct,
2020-06-14,231.77,238.59,229.83,238.11,304943.21,71575514.08,force_direct,
2020-06-15,230.86,233.55,218.27,231.77,875026.92,197907504.78,force_direct,
2020-06-16,235.3,236.0,228.7,230.86,499194.67,116456364.23,force_direct,
2020-06-17,233.82,237.3,227.65,235.3,478187.29,111415059.06,force_direct,
2020-06-18,231.27,234.65,227.93,233.82,334347.8,77542070.33,force_direct,
2020-06-19,229.0,231.95,226.74,231.27,397284.6,91117706.16,force_direct,
2020-06-20,228.89,230.85,225.62,229.0,303704.99,69343699.91,force_direct,
2020-06-21,228.04,231.49,227.11,228.89,256305.24,58868166.51,force_direct,
2020-06-22,243.13,246.89,227.51,228.04,749030.11,178707156.19,force_direct,
2020-06-23,243.14,244.87,240.75,243.13,442296.31,107457002.52,force_direct,
2020-06-24,234.58,249.24,231.07,243.14,921634.05,220763040.43,force_direct,
2020-06-25,232.5,235.39,227.56,234.58,613748.59,142697463.38,force_direct,
2020-06-26,229.64,233.61,227.75,232.5,628340.07,144805505.19,force_direct,
2020-06-27,220.94,231.42,216.0,229.64,645950.61,145264632.26,force_direct,
2020-06-28,224.93,227.96,218.32,220.94,444766.57,99423540.14,force_direct,
2020-06-29,227.93,229.96,221.26,224.93,597915.52,134510531.2,force_direct,
2020-06-30,225.6,228.7,222.91,227.93,415036.03,93802207.27,force_direct,
2020-07-01,230.99,232.71,224.16,225.6,517351.59,118322932.85,force_direct,
2020-07-02,226.46,232.01,222.87,230.99,592485.91,134976975.12,force_direct,
2020-07-03,224.87,228.13,223.97,226.46,314578.5,71286978.5,force_direct,
2020-07-04,229.17,230.71,224.43,224.87,307726.47,69899468.28,force_direct,
2020-07-05,227.56,229.85,223.05,229.17,355747.12,80528660.62,force_direct,
2020-07-06,241.6,242.0,226.93,227.56,864817.51,203334727.85,force_direct,
2020-07-07,239.39,243.77,234.4,241.6,600424.97,143122828.38,force_direct,
2020-07-08,246.95,248.88,237.78,239.39,958185.84,233460700.76,force_direct,
2020-07-09,241.98,247.9,237.88,246.95,647641.58,157541370.0,force_direct,
2020-07-10,241.26,242.16,235.72,241.98,455025.12,108806462.47,force_direct,
2020-07-11,239.19,241.67,237.54,241.26,294476.01,70548557.68,force_direct,
2020-07-12,242.79,244.0,236.52,239.19,469315.12,112487552.43,force_direct,
2020-07-13,239.5,245.33,237.33,242.79,604093.04,146193291.91,force_direct,
2020-07-14,240.44,242.09,237.0,239.5,426320.89,102105027.13,force_direct,
2020-07-15,238.61,241.45,236.83,240.44,368350.67,88059682.48,force_direct,
2020-07-16,233.57,239.39,230.02,238.61,587161.74,137208323.2,force_direct,
2020-07-17,232.67,234.84,231.65,233.57,325600.21,75931058.42,force_direct,
2020-07-18,235.67,236.8,232.32,232.67,341356.62,80046747.83,force_direct,
2020-07-19,239.11,239.92,233.28,235.67,348803.52,82120072.99,force_direct,
2020-07-20,236.01,239.72,234.05,239.11,396657.92,94314378.94,force_direct,
2020-07-21,245.59,246.66,235.57,236.01,637462.08,154502240.94,force_direct,
2020-07-22,263.74,269.61,241.51,245.59,718417.68,180692677.21,force_direct,
2020-07-23,275.3,279.98,259.7,263.74,1068774.58,287217202.72,force_direct,
2020-07-24,279.15,287.34,266.0,275.3,926033.07,256347245.55,force_direct,
2020-07-25,305.26,308.94,279.09,279.15,1058927.31,308799629.36,force_direct,
2020-07-26,311.0,318.75,299.0,305.26,1270368.75,392346895.32,force_direct,
2020-07-27,321.93,333.31,310.78,311.0,1636122.35,527292799.29,force_direct,
2020-07-28,316.77,326.8,305.86,321.93,1093231.56,346187853.28,force_direct,
2020-07-29,317.71,325.0,312.38,316.77,792802.32,254201662.13,force_direct,
2020-07-30,334.87,342.0,314.05,317.71,1008827.57,328286452.52,force_direct,
2020-07-31,346.33,349.45,328.4,334.87,948088.45,323282981.02,force_direct,
2020-08-01,387.0,392.67,343.07,346.33,1440843.34,527543444.86,force_direct,
2020-08-02,372.42,415.85,325.0,387.0,2324909.1,878397036.3,force_direct,
2020-08-03,385.94,398.0,366.5,372.42,1191565.09,462170587.48,force_direct,
2020-08-04,389.61,402.98,380.77,385.94,1180792.42,461794422.2,force_direct,
2020-08-05,400.72,407.0,384.11,389.61,1124119.07,444335097.15,force_direct,
2020-08-06,394.77,403.66,390.51,400.72,821379.08,325718417.72,force_direct,
2020-08-07,379.34,398.26,362.85,394.77,1041207.36,398625567.06,force_direct,
2020-08-08,397.03,397.05,375.79,379.34,623029.78,240999198.02,force_direct,
2020-08-09,390.14,400.0,383.36,397.03,594900.58,233057462.93,force_direct,
2020-08-10,395.44,399.18,385.13,390.14,826969.91,326372434.9,force_direct,
2020-08-11,379.0,398.21,367.0,395.44,992412.6,381981614.62,force_direct,
2020-08-12,387.18,389.23,365.85,379.0,751848.8,285872467.64,force_direct,
2020-08-13,424.54,431.49,376.59,387.18,1511330.77,604810975.13,force_direct,
2020-08-14,438.11,444.71,417.05,424.54,1109670.94,477180580.06,force_direct,
2020-08-15,432.32,442.94,427.02,438.11,681698.6,296652970.48,force_direct,
2020-08-16,433.62,436.99,412.47,432.32,716666.25,305445885.82,force_direct,
2020-08-17,430.89,446.0,420.37,433.62,868870.65,375038999.51,force_direct,
2020-08-18,421.95,433.81,415.0,430.89,743254.57,316635286.99,force_direct,
2020-08-19,407.46,426.75,393.25,421.95,978339.69,400208683.35,force_direct,
2020-08-20,415.94,418.98,402.07,407.46,663555.73,273292342.19,force_direct,
2020-08-21,387.97,418.68,385.1,415.94,860998.73,347455883.45,force_direct,
2020-08-22,395.24,397.04,379.92,387.97,643235.77,250069873.4,force_direct,
2020-08-23,390.71,396.95,383.15,395.24,445317.82,173799978.04,force_direct,
2020-08-24,407.68,410.42,387.44,390.71,717403.82,287991794.22,force_direct,
2020-08-25,382.93,409.06,370.0,407.68,970445.38,375681480.19,force_direct,
2020-08-26,385.81,392.91,377.37,382.93,738690.78,284504413.09,force_direct,
2020-08-27,383.27,397.1,371.48,385.81,877763.74,336647752.29,force_direct,
2020-08-28,395.11,398.0,379.75,383.27,732601.47,286555001.99,force_direct,
2020-08-29,398.65,405.69,391.88,395.11,659802.63,263787683.03,force_direct,
2020-08-30,428.94,429.89,398.3,398.65,894979.72,370467271.1,force_direct,
2020-08-31,433.79,439.0,418.04,428.94,1040748.69,447866996.19,force_direct,
2020-09-01,475.4,488.84,429.03,433.79,1751354.58,813662129.65,force_direct,
2020-09-02,439.5,481.39,420.0,475.4,1880642.47,844475154.72,force_direct,
2020-09-03,381.4,450.7,372.0,439.5,2408569.34,995567239.01,force_direct,
2020-09-04,385.26,400.21,357.0,381.4,1806488.22,696658932.12,force_direct,
2020-09-05,335.01,395.0,308.42,385.26,2777166.51,967730464.91,force_direct,
2020-09-06,352.8,360.0,316.1,335.01,2017811.15,691925087.4,force_direct,
2020-09-07,353.59,358.51,323.0,352.8,1740618.42,596754172.7,force_direct,
2020-09-08,337.39,356.58,325.38,353.59,1400246.83,476444912.54,force_direct,
2020-09-09,350.85,359.0,330.51,337.39,879760.56,304910633.8,force_direct,
2020-09-10,367.93,377.25,349.91,350.85,1134287.61,416598205.67,force_direct,
2020-09-11,373.63,375.27,355.49,367.93,844017.6,308822715.13,force_direct,
2020-09-12,387.78,388.57,364.73,373.63,766542.32,287133871.25,force_direct,
2020-09-13,366.42,390.43,350.0,387.78,989195.69,367969518.51,force_direct,
2020-09-14,377.12,384.64,355.73,366.42,1042059.62,387238794.68,force_direct,
2020-09-15,364.06,382.47,362.34,377.12,883856.33,328317009.57,force_direct,
2020-09-16,365.11,373.45,355.0,364.06,841709.99,306622238.07,force_direct,
2020-09-17,389.36,394.14,363.3,365.11,1256300.41,479026710.9,force_direct,
2020-09-18,384.39,392.58,375.33,389.36,804194.47,308748579.82,force_direct,
2020-09-19,385.25,388.72,377.0,384.39,570908.34,218785730.14,force_direct,
2020-09-20,371.04,385.45,365.0,385.25,693164.4,259700927.48,force_direct,
2020-09-21,340.36,376.8,331.0,371.04,1283946.03,452134893.63,force_direct,
2020-09-22,344.21,346.91,335.34,340.36,842731.13,288166815.51,force_direct,
2020-09-23,320.72,344.65,313.29,344.21,940904.5,313808761.09,force_direct,
2020-09-24,348.97,353.1,316.67,320.72,1071705.1,360708689.4,force_direct,
2020-09-25,351.92,358.0,337.58,348.97,860643.78,298266918.8,force_direct,
2020-09-26,353.92,356.4,345.88,351.92,530879.21,186812160.38,force_direct,
2020-09-27,357.49,362.14,347.24,353.92,569568.55,202411362.68,force_direct,
2020-09-28,353.96,368.2,351.7,357.49,757758.43,273063157.79,force_direct,
2020-09-29,359.79,360.63,350.45,353.96,585143.17,208028826.49,force_direct,
2020-09-30,359.83,361.5,351.56,359.79,498943.23,177784824.52,force_direct,
2020-10-01,352.85,370.45,345.51,359.83,758349.32,271468849.8,force_direct,
2020-10-02,345.6,354.55,334.24,352.85,733571.84,251829017.52,force_direct,
2020-10-03,345.95,351.0,343.7,345.6,303595.72,105401893.36,force_direct,
2020-10-04,352.37,354.45,343.81,345.95,343932.92,119961274.7,force_direct,
2020-10-05,353.62,356.1,348.54,352.37,376740.31,132656713.04,force_direct,
2020-10-06,340.75,355.1,336.8,353.62,640063.27,221765553.59,force_direct,
2020-10-07,341.58,342.85,332.18,340.75,541928.86,183873686.39,force_direct,
2020-10-08,350.95,353.32,334.21,341.58,631794.88,217322066.98,force_direct,
2020-10-09,365.02,368.33,347.32,350.95,650478.19,232878561.89,force_direct,
2020-10-10,370.52,378.4,364.71,365.02,591005.32,220607973.01,force_direct,
2020-10-11,374.16,377.6,368.87,370.52,373318.24,139329772.54,force_direct,
2020-10-12,386.51,394.8,365.58,374.16,844422.65,320587055.53,force_direct,
2020-10-13,381.04,387.75,374.51,386.51,645141.91,246276552.01,force_direct,
2020-10-14,378.69,387.41,373.13,381.04,569557.83,216288026.96,force_direct,
2020-10-15,377.64,381.79,369.85,378.69,634038.09,238396852.78,force_direct,
2020-10-16,365.5,379.83,361.18,377.64,654029.36,241127894.7,force_direct,
2020-10-17,368.32,370.46,363.36,365.5,285578.25,104838880.46,force_direct,
2020-10-18,378.11,378.64,367.1,368.32,323468.47,120818450.62,force_direct,
2020-10-19,379.3,384.32,372.5,378.11,577252.9,218372639.96,force_direct,
2020-10-20,368.52,380.73,365.27,379.3,617309.82,229928443.8,force_direct,
2020-10-21,390.38,401.49,367.74,368.52,1221663.64,472488832.72,force_direct,
2020-10-22,413.98,420.73,390.21,390.38,1095897.21,447211002.5,force_direct,
2020-10-23,409.11,419.33,401.3,413.98,727832.32,299943190.93,force_direct,
2020-10-24,412.14,416.66,407.0,409.11,419236.87,172799824.65,force_direct,
2020-10-25,405.86,417.4,402.5,412.14,415586.98,170054743.32,force_direct,
2020-10-26,392.52,411.11,382.3,405.86,895142.67,356208480.59,force_direct,
2020-10-27,403.45,410.25,389.9,392.52,754261.74,302529716.88,force_direct,
2020-10-28,388.23,409.2,380.52,403.45,855275.47,335751199.3,force_direct,
2020-10-29,387.13,393.72,380.52,388.23,573096.01,222669504.88,force_direct,
2020-10-30,382.49,391.97,373.29,387.13,771750.75,294342545.98,force_direct,
2020-10-31,386.46,394.88,379.9,382.49,467453.81,181136851.45,force_direct,
2020-11-01,396.67,398.29,384.61,386.46,438952.96,171238317.7,force_direct,
2020-11-02,383.02,404.5,377.92,396.67,779968.58,304223545.89,force_direct,
2020-11-03,387.88,390.0,370.23,383.02,752954.37,286291773.97,force_direct,
2020-11-04,402.49,408.39,376.47,387.88,1157064.35,454481208.4,force_direct,
2020-11-05,416.69,420.4,396.14,402.49,1475139.77,601591250.4,force_direct,
2020-11-06,455.91,458.27,414.76,416.69,1682440.96,736015135.63,force_direct,
2020-11-07,435.21,468.28,424.14,455.91,1653416.6,743871175.78,force_direct,
2020-11-08,454.3,460.1,431.99,435.21,840908.47,375679148.24,force_direct,
2020-11-09,444.32,459.1,433.09,454.3,1099213.25,491928164.98,force_direct,
2020-11-10,450.34,455.0,438.7,444.32,866872.41,388190148.21,force_direct,
2020-11-11,463.09,476.25,449.28,450.34,1205782.84,559228791.89,force_direct,
2020-11-12,462.39,470.0,451.2,463.09,990776.63,455971309.22,force_direct,
2020-11-13,476.43,478.01,457.12,462.39,976665.1,456232937.21,force_direct,
2020-11-14,460.89,477.47,452.0,476.43,735252.79,340142257.19,force_direct,
2020-11-15,448.08,462.89,440.19,460.89,665217.57,301406126.46,force_direct,
2020-11-16,460.55,466.0,445.45,448.08,812060.45,370889706.7,force_direct,
2020-11-17,482.15,484.88,459.8,460.55,1151573.37,544239665.38,force_direct,
2020-11-18,478.41,495.31,456.6,482.15,1477696.29,706704397.41,force_direct,
2020-11-19,471.25,480.75,464.86,478.41,817418.53,387199111.38,force_direct,
2020-11-20,510.12,514.4,470.65,471.25,1516361.91,756660192.86,force_direct,
2020-11-21,552.35,553.32,502.82,510.12,1548851.29,815402228.52,force_direct,
2020-11-22,560.03,580.88,511.28,552.35,1850317.94,1014064539.09,force_direct,
2020-11-23,608.58,610.85,550.12,560.03,2076008.85,1218150934.31,force_direct,
2020-11-24,604.97,623.0,585.0,608.58,1606450.49,976376501.31,force_direct,
2020-11-25,569.5,606.0,553.83,604.97,1219440.03,716972340.67,force_direct,
2020-11-26,519.83,577.14,481.0,569.5,2683460.74,1386030255.16,force_direct,
2020-11-27,518.68,530.62,493.72,519.83,1088064.28,558985308.9,force_direct,
2020-11-28,537.52,547.94,506.59,518.68,900508.61,475169074.69,force_direct,
2020-11-29,576.3,576.9,530.32,537.52,855276.47,471629262.24,force_direct,
2020-11-30,616.66,616.85,570.07,576.3,1501989.45,895373784.83,force_direct,
2020-12-01,585.26,635.7,560.0,616.66,2163875.81,1300668283.32,force_direct,
2020-12-02,596.89,604.93,575.0,585.26,1069538.66,632858653.21,force_direct,
2020-12-03,615.85,623.44,585.82,596.89,935687.92,568024618.94,force_direct,
2020-12-04,567.24,620.0,565.82,615.85,1052452.79,624543865.9,force_direct,
2020-12-05,596.8,597.11,560.88,567.24,701567.96,410382624.74,force_direct,
2020-12-06,601.54,607.5,583.0,596.8,602496.96,359236400.29,force_direct,
2020-12-07,591.28,603.15,584.22,601.54,498329.38,295598087.03,force_direct,
2020-12-08,554.94,595.0,549.22,591.28,804443.01,461781203.16,force_direct,
2020-12-09,573.09,578.08,530.43,554.94,997192.17,555142155.88,force_direct,
2020-12-10,558.99,575.7,548.11,573.09,608414.51,341352126.27,force_direct,
2020-12-11,544.43,560.8,535.5,558.99,768921.78,419607430.45,force_direct,
2020-12-12,568.04,574.0,543.1,544.43,573913.95,320867352.46,force_direct,
2020-12-13,590.7,595.0,563.22,568.04,657794.46,383072560.35,force_direct,
2020-12-14,586.29,591.48,575.6,590.7,493012.03,288110223.95,force_direct,
2020-12-15,588.64,597.2,578.58,586.29,569270.52,334543178.37,force_direct,
2020-12-16,637.18,640.0,580.71,588.64,1185588.05,725009244.41,force_direct,
2020-12-17,642.7,676.25,625.76,637.18,2006130.02,1307445033.12,force_direct,
2020-12-18,653.85,664.61,629.4,642.7,1000012.98,646217791.23,force_direct,
2020-12-19,658.03,669.95,645.42,653.85,858803.88,564029933.26,force_direct,
2020-12-20,638.18,661.39,621.01,658.03,823958.23,533109285.65,force_direct,
2020-12-21,607.58,648.0,595.9,638.18,843251.17,524208673.91,force_direct,
2020-12-22,636.45,637.73,588.0,607.58,918851.26,563872004.63,force_direct,
2020-12-23,585.56,638.44,551.28,636.45,1208807.37,733443630.37,force_direct,
2020-12-24,612.31,615.02,565.43,585.56,886335.86,519843556.98,force_direct,
2020-12-25,626.82,634.24,604.28,612.31,798009.63,494089140.86,force_direct,
2020-12-26,637.44,652.91,615.26,626.82,958585.51,607664782.01,force_direct,
2020-12-27,685.11,717.13,625.0,637.44,1859968.15,1247547956.82,force_direct,
2020-12-28,730.41,748.09,681.04,685.11,1627154.39,1180438285.49,force_direct,
2020-12-29,732.0,740.78,689.2,730.41,1106876.36,794643540.49,force_direct,
2020-12-30,752.17,758.74,716.62,732.0,1008574.1,743546676.75,force_direct,
2020-12-31,736.42,755.74,722.0,752.17,863375.58,638503822.39,force_direct,
2021-01-01,728.91,749.0,714.29,736.42,675114.09,496072043.78,force_direct,
2021-01-02,774.56,787.69,714.91,728.91,1352618.58,1024472182.61,force_direct,
2021-01-03,978.28,1011.07,768.71,774.56,2813603.89,2522411859.73,force_direct,
2021-01-04,1041.43,1162.97,890.0,978.28,4245010.94,4303634203.23,force_direct,
2021-01-05,1099.56,1134.6,974.45,1041.43,2706995.68,2857050280.01,force_direct,
2021-01-06,1208.42,1213.0,1057.26,1099.56,2390136.59,2725262121.29,force_direct,
2021-01-07,1224.87,1289.0,1131.0,1208.42,1972922.82,2406219891.37,force_direct,
2021-01-08,1216.93,1273.75,1065.0,1224.87,2131172.92,2543427452.58,force_direct,
2021-01-09,1276.0,1304.37,1171.36,1216.93,1448871.12,1780137376.41,force_direct,
2021-01-10,1254.25,1348.33,1170.0,1276.0,1951179.35,2517791852.41,force_direct,
2021-01-11,1087.01,1260.0,915.0,1254.25,4099450.9,4323564508.7,force_direct,
2021-01-12,1050.16,1150.02,1006.33,1087.01,2302645.34,2491067092.51,force_direct,
2021-01-13,1129.89,1137.65,987.48,1050.16,1564202.39,1664178969.07,force_direct,
2021-01-14,1231.62,1247.55,1086.7,1129.89,1555737.39,1825860914.18,force_direct,
